review_id,product,brand,category,rating,feedback,date,clean_feedback
1434,TP-Link Archer AX73,TP-Link,Router,4,Not happy with the slow charging speed.,2024-04-10,not happy slow charging speed
1435,Jabra Elite 7 Pro,Jabra,Earbuds,2,Very disappointed with the overall quality.,2025-05-03,very disappointed overall quality
1436,Asus TUF Gaming VG27AQ,Asus,Monitor,2,"I am generally happy, but somewhat dissatisfied with build quality.",2024-03-26,generally happy somewhat dissatisfied build quality
1437,Lenovo Tab P12,Lenovo,Tablet,5,"I feel happy using it daily, but not satisfied with long-term stability.",2025-02-22,happy using daily not satisfied longterm stability
1438,iPad Pro 12.9,iPad,Tablet,2,The performance is excellent and very smooth.,2024-01-08,performance excellent very smooth
1439,Nikon Z6 II,Nikon,Camera,5,Software experience is clean and responsive.,2025-06-16,software experience clean responsive
1440,iPhone 15 Pro,iPhone,Smartphone,4,I feel balanced about this product.,2024-07-29,balanced about product
1441,Nintendo Switch OLED,Nintendo,Gaming Console,3,Not impressed with the features offered.,2025-01-05,not impressed features offered
1442,Motorola Edge 40,Motorola,Smartphone,2,Very disappointed considering the price.,2024-09-16,very disappointed considering price
1443,iPad Pro 12.9,iPad,Tablet,5,Very disappointed considering the price.,2025-01-09,very disappointed considering price
1444,Samsung Galaxy Watch 6,Samsung,Smartwatch,3,"I am somewhat happy, but improvements are needed.",2025-02-10,somewhat happy improvements needed
1445,Samsung Odyssey G7,Samsung,Monitor,2,Not impressed with the features offered.,2025-05-09,not impressed features offered
1446,Lenovo ThinkPad X1,Lenovo,Laptop,3,The product is acceptable but not impressive.,2025-05-10,product acceptable not impressive
1447,iPad Pro 12.9,iPad,Tablet,3,I am moderately satisfied with the features.,2024-12-18,moderately satisfied features
1448,Asus TUF Gaming VG27AQ,Asus,Monitor,4,"I feel impressed by the speed, yet not satisfied with the build quality.",2024-05-21,impressed speed yet not satisfied build quality
1449,WD Black SN850X,WD,Storage,1,"I feel impressed by the speed, yet not satisfied with the build quality.",2024-08-23,impressed speed yet not satisfied build quality
1450,Nothing Ear 2,Nothing,Earbuds,2,Build quality feels solid and durable.,2024-08-07,build quality feels solid durable
1451,TCL C645 QLED,TCL,Television,4,"I am satisfied overall, but not satisfied with the charging speed.",2024-12-12,satisfied overall not satisfied charging speed
1452,Netgear Nighthawk AX5400,Netgear,Router,5,"Not extremely satisfied, but not unhappy either.",2024-02-23,not extremely satisfied not unhappy either
1453,HP Omen 16,HP,Laptop,4,Fair performance for the price.,2024-01-06,fair performance price
1454,Netgear Nighthawk AX5400,Netgear,Router,1,"Happy with multitasking, but not satisfied with durability.",2024-05-28,happy multitasking not satisfied durability
1455,Samsung Neo QLED QN90C,Samsung,Television,5,Very disappointed considering the price.,2024-03-31,very disappointed considering price
1456,Xiaomi 14,Xiaomi,Smartphone,3,Connectivity works flawlessly.,2025-01-14,connectivity works flawlessly
1457,Nothing Phone 2,Nothing,Smartphone,5,Very happy with this purchase so far.,2025-01-28,very happy purchase so far
1458,Razer DeathAdder V2,Razer,Mouse,4,"Not extremely satisfied, but not unhappy either.",2025-06-17,not extremely satisfied not unhappy either
1459,Lenovo Tab P12,Lenovo,Tablet,5,The design looks premium and stylish.,2024-06-28,design looks premium stylish
1460,Garmin Venu 2,Garmin,Smartwatch,4,I am not satisfied with customer support.,2024-01-11,not satisfied customer support
1461,Asus ROG Strix G16,Asus,Laptop,5,I am unhappy with how quickly it overheats.,2024-07-18,unhappy how quickly overheats
1462,Google Pixel 8 Pro,Google,Smartphone,5,I feel neutral about this purchase.,2025-06-12,neutral about purchase
1463,Nintendo Switch OLED,Nintendo,Gaming Console,2,"Not extremely satisfied, but not unhappy either.",2024-06-22,not extremely satisfied not unhappy either
1464,Microsoft Xbox Series X,Microsoft,Gaming Console,1,Very dissatisfied with the build quality.,2024-09-01,very dissatisfied build quality
1465,Fitbit Sense 2,Fitbit,Smartwatch,1,Audio quality is clear and immersive.,2024-03-29,audio quality clear immersive
1466,Samsung Galaxy Tab S9,Samsung,Tablet,4,Not happy with the slow charging speed.,2025-02-08,not happy slow charging speed
1467,Apple AirPods Pro,Apple,Earbuds,5,Not satisfied with the overall performance.,2025-06-14,not satisfied overall performance
1468,iPhone 15 Pro,iPhone,Smartphone,1,"I am generally happy, but somewhat dissatisfied with build quality.",2024-04-02,generally happy somewhat dissatisfied build quality
1469,Sony Alpha A7 IV,Sony,Camera,3,"Happy with the performance, but disappointed with the heating issue.",2024-12-22,happy performance disappointed heating issue
1470,Bose QuietComfort Ultra,Bose,Headphones,3,Connectivity works flawlessly.,2024-07-18,connectivity works flawlessly
1471,LG OLED C3,LG,Television,4,I am moderately satisfied with the features.,2024-01-05,moderately satisfied features
1472,iPad Pro 12.9,iPad,Tablet,2,Not impressed with the features offered.,2025-06-02,not impressed features offered
1473,Motorola Edge 40,Motorola,Smartphone,5,Facing some heating issues during heavy use.,2025-05-30,facing some heating issues during heavy use
1474,Lenovo Tab P12,Lenovo,Tablet,3,Software experience is clean and responsive.,2025-06-09,software experience clean responsive
1475,Anker PowerCore 20000,Anker,Power Bank,3,"I feel happy using it daily, but not satisfied with long-term stability.",2024-09-13,happy using daily not satisfied longterm stability
1476,Nintendo Switch OLED,Nintendo,Gaming Console,4,I am frustrated and not satisfied at all.,2025-05-10,frustrated not satisfied all
1477,Asus TUF Gaming VG27AQ,Asus,Monitor,2,"Satisfied with the design, but unhappy with the software.",2024-12-13,satisfied design unhappy software
1478,Anker PowerCore 20000,Anker,Power Bank,4,"I am somewhat happy, but improvements are needed.",2025-04-16,somewhat happy improvements needed
1479,Logitech MX Master 3,Logitech,Mouse,5,"Very satisfied with the screen, but not happy with the speakers.",2024-01-29,very satisfied screen not happy speakers
1480,Samsung Neo QLED QN90C,Samsung,Television,1,Very disappointed with the overall quality.,2024-03-10,very disappointed overall quality
1481,Beats Studio 3,Beats,Headphones,2,"I am somewhat happy, but improvements are needed.",2024-08-23,somewhat happy improvements needed
1482,Netgear Nighthawk AX5400,Netgear,Router,3,Not impressed with the features offered.,2024-12-27,not impressed features offered
1483,Hisense U7K,Hisense,Television,5,The performance is excellent and very smooth.,2024-09-26,performance excellent very smooth
1484,Razer Blade 15,Razer,Laptop,3,Worth the price and delivers good value.,2025-02-12,worth price delivers good value
1485,Microsoft Xbox Series X,Microsoft,Gaming Console,3,Facing some heating issues during heavy use.,2024-07-01,facing some heating issues during heavy use
1486,Samsung Neo QLED QN90C,Samsung,Television,3,Not happy with the slow charging speed.,2024-08-11,not happy slow charging speed
1487,Logitech MX Master 3,Logitech,Mouse,5,Completely dissatisfied with the performance.,2024-07-06,completely dissatisfied performance
1488,Apple Magic Keyboard,Apple,Keyboard,2,"Not fully satisfied, but not completely disappointed either.",2024-07-23,not fully satisfied not completely disappointed either
1489,Razer Blade 15,Razer,Laptop,2,"Very satisfied with the screen, but not happy with the speakers.",2024-09-28,very satisfied screen not happy speakers
1490,Acer Predator Helios 300,Acer,Laptop,2,Not satisfied with the overall performance.,2024-09-12,not satisfied overall performance
1491,Samsung 970 EVO SSD,Samsung,Storage,5,Not happy with the slow charging speed.,2024-06-08,not happy slow charging speed
1492,Asus TUF Gaming VG27AQ,Asus,Monitor,1,Software experience is clean and responsive.,2024-03-21,software experience clean responsive
1493,Microsoft Xbox Series X,Microsoft,Gaming Console,4,"Not extremely satisfied, but not unhappy either.",2024-01-07,not extremely satisfied not unhappy either
1494,Samsung Odyssey G7,Samsung,Monitor,5,Very happy with this purchase so far.,2025-05-08,very happy purchase so far
1495,Sennheiser Momentum 4,Sennheiser,Headphones,5,Extremely disappointed with the camera results.,2025-05-19,extremely disappointed camera results
1496,Logitech MX Master 3,Logitech,Mouse,5,"Very satisfied with the screen, but not happy with the speakers.",2024-10-08,very satisfied screen not happy speakers
1497,Sony Bravia A80L,Sony,Television,2,"Satisfied with the design, but unhappy with the software.",2025-06-07,satisfied design unhappy software
1498,Samsung Galaxy Tab S9,Samsung,Tablet,4,Connectivity works flawlessly.,2024-05-11,connectivity works flawlessly
1499,OnePlus 12,OnePlus,Smartphone,5,"Impressed with the camera, yet dissatisfied with low-light results.",2025-03-09,impressed camera yet dissatisfied lowlight results
1500,Samsung Neo QLED QN90C,Samsung,Television,5,Very happy with this purchase so far.,2025-05-29,very happy purchase so far
1501,Bose QuietComfort Ultra,Bose,Headphones,4,"Very satisfied with the screen, but not happy with the speakers.",2024-06-27,very satisfied screen not happy speakers
1502,LG OLED C3,LG,Television,1,The experience is average overall.,2025-06-14,experience average overall
1503,LG OLED C3,LG,Television,3,The experience is average overall.,2024-01-09,experience average overall
1504,iPhone 15 Pro,iPhone,Smartphone,2,I am frustrated and not satisfied at all.,2024-04-13,frustrated not satisfied all
1505,Amazon Fire HD 10,Amazon,Tablet,3,"Not extremely satisfied, but not unhappy either.",2024-09-22,not extremely satisfied not unhappy either
1506,Lenovo ThinkPad X1,Lenovo,Laptop,5,Very disappointed with the overall quality.,2024-08-30,very disappointed overall quality
1507,Samsung Galaxy Tab S9,Samsung,Tablet,4,"Not extremely satisfied, but not unhappy either.",2024-12-17,not extremely satisfied not unhappy either
1508,Sennheiser Momentum 4,Sennheiser,Headphones,2,"Not fully satisfied, but not completely disappointed either.",2025-03-10,not fully satisfied not completely disappointed either
1509,Acer Predator Helios 300,Acer,Laptop,4,The experience is average overall.,2025-01-16,experience average overall
1510,Sennheiser Momentum 4,Sennheiser,Headphones,4,Completely dissatisfied with the performance.,2025-04-06,completely dissatisfied performance
1511,Lenovo ThinkPad X1,Lenovo,Laptop,5,The display quality is sharp and vibrant.,2024-08-22,display quality sharp vibrant
1512,Asus RT-AX88U,Asus,Router,1,"Happy with the performance, but disappointed with the heating issue.",2024-10-03,happy performance disappointed heating issue
1513,Netgear Nighthawk AX5400,Netgear,Router,2,The product is acceptable but not impressive.,2025-03-18,product acceptable not impressive
1514,WD Black SN850X,WD,Storage,4,Not satisfied with the overall performance.,2024-05-29,not satisfied overall performance
1515,Netgear Nighthawk AX5400,Netgear,Router,2,"I am somewhat satisfied, but there is room for improvement.",2024-01-10,somewhat satisfied there room improvement
1516,Lenovo ThinkPad X1,Lenovo,Laptop,4,"Not fully satisfied, but not completely disappointed either.",2024-05-17,not fully satisfied not completely disappointed either
1517,Logitech MX Master 3,Logitech,Mouse,5,I am partially satisfied with the performance.,2024-11-19,partially satisfied performance
1518,TP-Link Archer AX73,TP-Link,Router,4,Not satisfied with the display brightness.,2024-09-13,not satisfied display brightness
1519,Sony Alpha A7 IV,Sony,Camera,5,The design looks premium and stylish.,2025-02-11,design looks premium stylish
1520,Motorola Edge 40,Motorola,Smartphone,2,The design looks premium and stylish.,2024-08-08,design looks premium stylish
1521,Asus RT-AX88U,Asus,Router,3,"I am somewhat satisfied, but there is room for improvement.",2024-04-08,somewhat satisfied there room improvement
1522,Nothing Ear 2,Nothing,Earbuds,3,Very disappointed with the overall quality.,2025-01-04,very disappointed overall quality
1523,Sennheiser Momentum 4,Sennheiser,Headphones,5,The product is acceptable but not impressive.,2024-09-20,product acceptable not impressive
1524,Bose QuietComfort Ultra,Bose,Headphones,1,Not impressed with the features offered.,2024-05-04,not impressed features offered
1525,Bose QuietComfort Ultra,Bose,Headphones,5,Not satisfied with the overall performance.,2024-06-27,not satisfied overall performance
1526,Belkin 3-in-1 Wireless Charger,Belkin,Charger,3,Not happy with the slow charging speed.,2024-11-28,not happy slow charging speed
1527,Microsoft Xbox Series X,Microsoft,Gaming Console,5,"Not fully satisfied, but not completely disappointed either.",2025-04-02,not fully satisfied not completely disappointed either
1528,Crucial P5 Plus SSD,Crucial,Storage,1,I am frustrated and not satisfied at all.,2024-10-20,frustrated not satisfied all
1529,LG OLED C3,LG,Television,2,"Very satisfied with the screen, but not happy with the speakers.",2024-06-20,very satisfied screen not happy speakers
1530,Garmin Venu 2,Garmin,Smartwatch,3,Not impressed with the features offered.,2025-02-18,not impressed features offered
1531,WD Black SN850X,WD,Storage,1,Worth the price and delivers good value.,2024-06-14,worth price delivers good value
1532,Sony WH-1000XM5,Sony,Headphones,2,Extremely disappointed with the camera results.,2024-11-20,extremely disappointed camera results
1533,Fitbit Sense 2,Fitbit,Smartwatch,3,"I am satisfied with the display, but not satisfied with the battery life.",2024-09-30,satisfied display not satisfied battery life
1534,Apple Watch Ultra 2,Apple,Smartwatch,4,Completely dissatisfied with the performance.,2025-03-31,completely dissatisfied performance
1535,Asus TUF Gaming VG27AQ,Asus,Monitor,3,"I feel impressed by the speed, yet not satisfied with the build quality.",2025-06-17,impressed speed yet not satisfied build quality
1536,Anker PowerCore 20000,Anker,Power Bank,4,Not impressed with the features offered.,2024-06-20,not impressed features offered
1537,Lenovo ThinkPad X1,Lenovo,Laptop,1,The display quality is sharp and vibrant.,2024-08-28,display quality sharp vibrant
1538,Sony PlayStation 5,Sony,Gaming Console,3,"I feel impressed by the speed, yet not satisfied with the build quality.",2024-03-22,impressed speed yet not satisfied build quality
1539,Acer Predator Helios 300,Acer,Laptop,2,Completely unhappy with the software stability.,2024-04-15,completely unhappy software stability
1540,Motorola Edge 40,Motorola,Smartphone,1,"Overall satisfied, but not fully happy with the experience.",2025-04-29,overall satisfied not fully happy experience
1541,Sony Alpha A7 IV,Sony,Camera,1,Battery life could be better for daily usage.,2025-02-10,battery life could better daily usage
1542,Hisense U7K,Hisense,Television,1,Build quality feels solid and durable.,2024-09-25,build quality feels solid durable
1543,Samsung Galaxy Watch 6,Samsung,Smartwatch,2,Worth the price and delivers good value.,2025-02-03,worth price delivers good value
1544,Xiaomi Pad 6,Xiaomi,Tablet,2,I am not satisfied with the battery performance.,2024-10-17,not satisfied battery performance
1545,Nothing Ear 2,Nothing,Earbuds,2,The display quality is sharp and vibrant.,2025-06-23,display quality sharp vibrant
1546,Samsung 970 EVO SSD,Samsung,Storage,2,Battery life could be better for daily usage.,2024-02-05,battery life could better daily usage
1547,Sony PlayStation 5,Sony,Gaming Console,3,"Very satisfied with the screen, but not happy with the speakers.",2024-11-29,very satisfied screen not happy speakers
1548,Seagate Barracuda 2TB,Seagate,Storage,4,"Overall, I feel dissatisfied with this purchase.",2024-10-05,overall dissatisfied purchase
1549,Sony Alpha A7 IV,Sony,Camera,4,The display quality is sharp and vibrant.,2024-06-30,display quality sharp vibrant
1550,Fujifilm X-T5,Fujifilm,Camera,5,"Overall, I feel dissatisfied with this purchase.",2025-03-21,overall dissatisfied purchase
1551,Hisense U7K,Hisense,Television,5,Not satisfied with the display brightness.,2024-12-21,not satisfied display brightness
1552,Samsung Neo QLED QN90C,Samsung,Television,5,Connectivity works flawlessly.,2024-04-01,connectivity works flawlessly
1553,Nothing Ear 2,Nothing,Earbuds,3,Very dissatisfied with the build quality.,2025-02-26,very dissatisfied build quality
1554,iPad Pro 12.9,iPad,Tablet,2,Not satisfied with the display brightness.,2024-01-11,not satisfied display brightness
1555,iPhone 15 Pro,iPhone,Smartphone,5,"Happy with multitasking, but not satisfied with durability.",2024-05-19,happy multitasking not satisfied durability
1556,Bose QuietComfort Ultra,Bose,Headphones,3,"I am somewhat satisfied, but there is room for improvement.",2024-01-09,somewhat satisfied there room improvement
1557,Nintendo Switch OLED,Nintendo,Gaming Console,4,"Satisfied with the design, but unhappy with the software.",2025-05-03,satisfied design unhappy software
1558,Xiaomi Pad 6,Xiaomi,Tablet,1,"Very happy with the sound quality, though disappointed with connectivity.",2025-03-16,very happy sound quality though disappointed connectivity
1559,Netgear Nighthawk AX5400,Netgear,Router,3,I am okay with the overall experience.,2024-08-24,okay overall experience
1560,TP-Link Archer AX73,TP-Link,Router,1,The product is acceptable but not impressive.,2025-01-17,product acceptable not impressive
1561,Asus ROG Strix G16,Asus,Laptop,4,"I feel happy using it daily, but not satisfied with long-term stability.",2025-03-23,happy using daily not satisfied longterm stability
1562,Apple AirPods Pro,Apple,Earbuds,2,Audio quality is clear and immersive.,2025-02-03,audio quality clear immersive
1563,Samsung 970 EVO SSD,Samsung,Storage,4,Connectivity works flawlessly.,2024-09-26,connectivity works flawlessly
1564,Nothing Phone 2,Nothing,Smartphone,4,Fair performance for the price.,2024-09-02,fair performance price
1565,Hisense U7K,Hisense,Television,5,"Impressed with the camera, yet dissatisfied with low-light results.",2024-10-05,impressed camera yet dissatisfied lowlight results
1566,Lenovo Tab P12,Lenovo,Tablet,5,"Impressed with the camera, yet dissatisfied with low-light results.",2024-10-02,impressed camera yet dissatisfied lowlight results
1567,Samsung Galaxy Buds 2 Pro,Samsung,Earbuds,2,"Satisfied with performance, though disappointed by occasional lag.",2024-03-11,satisfied performance though disappointed occasional lag
1568,Lenovo ThinkPad X1,Lenovo,Laptop,2,I am unhappy with how quickly it overheats.,2024-04-23,unhappy how quickly overheats
1569,Garmin Venu 2,Garmin,Smartwatch,4,"Not extremely satisfied, but not unhappy either.",2025-04-08,not extremely satisfied not unhappy either
1570,Samsung Galaxy Tab S9,Samsung,Tablet,5,"Not fully satisfied, but not completely disappointed either.",2024-07-11,not fully satisfied not completely disappointed either
1571,Amazon Fire HD 10,Amazon,Tablet,1,Sometimes it lags while multitasking.,2024-02-20,sometimes lags while multitasking
1572,Belkin 3-in-1 Wireless Charger,Belkin,Charger,5,Battery life could be better for daily usage.,2024-07-09,battery life could better daily usage
1573,Belkin 3-in-1 Wireless Charger,Belkin,Charger,1,I am unhappy with how quickly it overheats.,2024-10-02,unhappy how quickly overheats
1574,MacBook Air M3,MacBook,Laptop,4,"Happy with the performance, but disappointed with the heating issue.",2024-01-09,happy performance disappointed heating issue
1575,MSI Katana 15,MSI,Laptop,1,Sometimes it lags while multitasking.,2024-01-16,sometimes lags while multitasking
1576,Sony Bravia A80L,Sony,Television,2,I regret buying this product.,2025-03-06,regret buying product
1577,Xiaomi Pad 6,Xiaomi,Tablet,4,Very dissatisfied with the build quality.,2025-04-19,very dissatisfied build quality
1578,Nintendo Switch OLED,Nintendo,Gaming Console,1,I regret buying this product.,2024-03-23,regret buying product
1579,Samsung 970 EVO SSD,Samsung,Storage,2,The design looks premium and stylish.,2024-09-29,design looks premium stylish
1580,Asus TUF Gaming VG27AQ,Asus,Monitor,4,Facing some heating issues during heavy use.,2025-04-26,facing some heating issues during heavy use
1581,Lenovo ThinkPad X1,Lenovo,Laptop,2,"Satisfied with features, yet not impressed with pricing.",2024-09-13,satisfied features yet not impressed pricing
1582,Asus RT-AX88U,Asus,Router,4,"I am pleased with the display, but unhappy with battery backup.",2024-01-13,pleased display unhappy battery backup
1583,Realme GT 5,Realme,Smartphone,2,I am frustrated and not satisfied at all.,2025-03-29,frustrated not satisfied all
1584,Razer Blade 15,Razer,Laptop,1,Not satisfied with the overall performance.,2025-04-16,not satisfied overall performance
1585,LG UltraGear 27GP850,LG,Monitor,1,"It works fine, though I am neither satisfied nor dissatisfied.",2024-08-01,works fine though neither satisfied nor dissatisfied
1586,Samsung Neo QLED QN90C,Samsung,Television,4,"I am somewhat happy, but improvements are needed.",2024-11-15,somewhat happy improvements needed
1587,Razer DeathAdder V2,Razer,Mouse,3,Audio quality is clear and immersive.,2024-02-13,audio quality clear immersive
1588,LG UltraGear 27GP850,LG,Monitor,5,"It works fine, though I am neither satisfied nor dissatisfied.",2024-05-05,works fine though neither satisfied nor dissatisfied
1589,iPad Pro 12.9,iPad,Tablet,4,Fair performance for the price.,2024-11-01,fair performance price
1590,Asus ROG Strix G16,Asus,Laptop,3,"I feel happy using it daily, but not satisfied with long-term stability.",2024-02-23,happy using daily not satisfied longterm stability
1591,Seagate Barracuda 2TB,Seagate,Storage,2,Software experience is clean and responsive.,2024-08-29,software experience clean responsive
1592,Garmin Venu 2,Garmin,Smartwatch,4,Extremely disappointed with the camera results.,2024-01-16,extremely disappointed camera results
1593,HP Omen 16,HP,Laptop,3,"It meets expectations, nothing more.",2024-05-02,meets expectations nothing more
1594,Apple AirPods Pro,Apple,Earbuds,2,The performance is excellent and very smooth.,2024-02-13,performance excellent very smooth
1595,Fujifilm X-T5,Fujifilm,Camera,4,The experience is average overall.,2024-06-07,experience average overall
1596,Sennheiser Momentum 4,Sennheiser,Headphones,1,I am not satisfied with the battery performance.,2024-06-10,not satisfied battery performance
1597,Sony Bravia A80L,Sony,Television,1,"I am somewhat happy, but improvements are needed.",2024-12-12,somewhat happy improvements needed
1598,Razer DeathAdder V2,Razer,Mouse,1,The design looks premium and stylish.,2024-12-30,design looks premium stylish
1599,Fitbit Sense 2,Fitbit,Smartwatch,2,The experience is average overall.,2024-04-19,experience average overall
1600,MacBook Air M3,MacBook,Laptop,4,Connectivity works flawlessly.,2024-11-20,connectivity works flawlessly
1601,Belkin 3-in-1 Wireless Charger,Belkin,Charger,5,"I am satisfied overall, but not satisfied with the charging speed.",2024-12-21,satisfied overall not satisfied charging speed
1602,Netgear Nighthawk AX5400,Netgear,Router,4,"Happy with the performance, but disappointed with the heating issue.",2024-07-16,happy performance disappointed heating issue
1603,Samsung Galaxy S24 Ultra,Samsung,Smartphone,4,Not happy with the slow charging speed.,2024-05-17,not happy slow charging speed
1604,iPad Pro 12.9,iPad,Tablet,1,"Not fully satisfied, but not completely disappointed either.",2025-03-24,not fully satisfied not completely disappointed either
1605,Sony Alpha A7 IV,Sony,Camera,3,I am partially satisfied with the performance.,2025-05-16,partially satisfied performance
1606,Asus ROG Strix G16,Asus,Laptop,5,Setup process was quick and easy.,2024-12-22,setup process quick easy
1607,Amazon Fire HD 10,Amazon,Tablet,4,Completely dissatisfied with the performance.,2024-06-13,completely dissatisfied performance
1608,Xiaomi 14,Xiaomi,Smartphone,5,Sometimes it lags while multitasking.,2025-04-05,sometimes lags while multitasking
1609,Lenovo Tab P12,Lenovo,Tablet,3,I am partially satisfied with the performance.,2025-01-10,partially satisfied performance
1610,LG OLED C3,LG,Television,1,"Very happy with the sound quality, though disappointed with connectivity.",2025-06-02,very happy sound quality though disappointed connectivity
1611,Beats Studio 3,Beats,Headphones,2,"I feel happy using it daily, but not satisfied with long-term stability.",2024-01-20,happy using daily not satisfied longterm stability
1612,Samsung Galaxy Watch 6,Samsung,Smartwatch,3,"Very happy with the sound quality, though disappointed with connectivity.",2024-09-01,very happy sound quality though disappointed connectivity
1613,Amazon Fire HD 10,Amazon,Tablet,1,It performs adequately for daily tasks.,2025-01-31,performs adequately daily tasks
1614,Asus ROG Strix G16,Asus,Laptop,5,"I am somewhat happy, but improvements are needed.",2025-05-24,somewhat happy improvements needed
1615,Asus TUF Gaming VG27AQ,Asus,Monitor,5,Sometimes it lags while multitasking.,2024-10-16,sometimes lags while multitasking
1616,Amazon Fire HD 10,Amazon,Tablet,4,I feel balanced about this product.,2024-11-25,balanced about product
1617,Realme GT 5,Realme,Smartphone,1,"It works fine, though I am neither satisfied nor dissatisfied.",2024-03-09,works fine though neither satisfied nor dissatisfied
1618,Google Pixel 8 Pro,Google,Smartphone,2,Setup process was quick and easy.,2024-02-02,setup process quick easy
1619,Asus ROG Strix G16,Asus,Laptop,1,"Not fully satisfied, but not completely disappointed either.",2024-07-15,not fully satisfied not completely disappointed either
1620,Motorola Edge 40,Motorola,Smartphone,1,I am moderately satisfied with the features.,2025-02-01,moderately satisfied features
1621,Sony PlayStation 5,Sony,Gaming Console,4,"It works fine, though I am neither satisfied nor dissatisfied.",2024-09-19,works fine though neither satisfied nor dissatisfied
1622,OnePlus 12,OnePlus,Smartphone,3,Connectivity works flawlessly.,2024-03-13,connectivity works flawlessly
1623,iPhone 15 Pro,iPhone,Smartphone,2,I feel balanced about this product.,2025-05-18,balanced about product
1624,Razer DeathAdder V2,Razer,Mouse,1,"Overall, I feel dissatisfied with this purchase.",2024-03-03,overall dissatisfied purchase
1625,Sennheiser Momentum 4,Sennheiser,Headphones,5,"I feel impressed by the speed, yet not satisfied with the build quality.",2025-03-01,impressed speed yet not satisfied build quality
1626,Asus RT-AX88U,Asus,Router,3,"I am satisfied overall, but not satisfied with the charging speed.",2024-02-29,satisfied overall not satisfied charging speed
1627,Asus RT-AX88U,Asus,Router,5,Completely dissatisfied with the performance.,2025-06-25,completely dissatisfied performance
1628,Google Pixel 8 Pro,Google,Smartphone,1,"I am pleased with the display, but unhappy with battery backup.",2024-11-07,pleased display unhappy battery backup
1629,Xiaomi 14,Xiaomi,Smartphone,2,"It works fine, though I am neither satisfied nor dissatisfied.",2024-04-09,works fine though neither satisfied nor dissatisfied
1630,Motorola Edge 40,Motorola,Smartphone,2,I am partially satisfied with the performance.,2025-01-29,partially satisfied performance
1631,Asus ROG Strix G16,Asus,Laptop,2,"It works fine, though I am neither satisfied nor dissatisfied.",2024-09-11,works fine though neither satisfied nor dissatisfied
1632,Nikon Z6 II,Nikon,Camera,2,The product is acceptable but not impressive.,2025-03-01,product acceptable not impressive
1633,LG UltraGear 27GP850,LG,Monitor,1,"Very happy with the sound quality, though disappointed with connectivity.",2025-01-01,very happy sound quality though disappointed connectivity
1634,Microsoft Xbox Series X,Microsoft,Gaming Console,4,The experience is average overall.,2025-03-13,experience average overall
1635,Crucial P5 Plus SSD,Crucial,Storage,1,Audio quality is clear and immersive.,2024-07-03,audio quality clear immersive
1636,Sony Alpha A7 IV,Sony,Camera,4,I feel neutral about this purchase.,2024-12-11,neutral about purchase
1637,Sony PlayStation 5,Sony,Gaming Console,2,I am partially satisfied with the performance.,2025-03-29,partially satisfied performance
1638,Razer DeathAdder V2,Razer,Mouse,3,"Satisfied with features, yet not impressed with pricing.",2024-11-18,satisfied features yet not impressed pricing
1639,Sony Alpha A7 IV,Sony,Camera,3,"Satisfied with performance, though disappointed by occasional lag.",2025-01-15,satisfied performance though disappointed occasional lag
1640,Samsung Galaxy Buds 2 Pro,Samsung,Earbuds,4,"Happy with multitasking, but not satisfied with durability.",2024-11-27,happy multitasking not satisfied durability
1641,Apple Watch Ultra 2,Apple,Smartwatch,2,I am moderately satisfied with the features.,2024-08-07,moderately satisfied features
1642,Beats Studio 3,Beats,Headphones,5,"Overall satisfied, but not fully happy with the experience.",2024-09-17,overall satisfied not fully happy experience
1643,Sennheiser Momentum 4,Sennheiser,Headphones,4,I am not satisfied with customer support.,2025-02-10,not satisfied customer support
1644,iPhone 15 Pro,iPhone,Smartphone,1,I am unhappy with how quickly it overheats.,2024-01-17,unhappy how quickly overheats
1645,Hisense U7K,Hisense,Television,2,"I feel happy using it daily, but not satisfied with long-term stability.",2024-11-05,happy using daily not satisfied longterm stability
1646,iPhone 15 Pro,iPhone,Smartphone,3,Connectivity works flawlessly.,2024-08-07,connectivity works flawlessly
1647,WD Black SN850X,WD,Storage,3,Battery life could be better for daily usage.,2024-10-09,battery life could better daily usage
1648,Logitech MX Keys,Logitech,Keyboard,5,I feel neutral about this purchase.,2024-06-07,neutral about purchase
1649,Motorola Edge 40,Motorola,Smartphone,1,"Overall, I feel dissatisfied with this purchase.",2024-12-30,overall dissatisfied purchase
1650,Dell XPS 13,Dell,Laptop,2,Very disappointed with the overall quality.,2025-01-10,very disappointed overall quality
1651,Crucial P5 Plus SSD,Crucial,Storage,5,I am not satisfied with the battery performance.,2024-08-26,not satisfied battery performance
1652,iPad Pro 12.9,iPad,Tablet,3,Worth the price and delivers good value.,2025-02-13,worth price delivers good value
1653,Nikon Z6 II,Nikon,Camera,2,"Happy with the performance, but disappointed with the heating issue.",2024-03-20,happy performance disappointed heating issue
1654,Dell UltraSharp U2720Q,Dell,Monitor,3,"I am satisfied overall, but not satisfied with the charging speed.",2025-05-09,satisfied overall not satisfied charging speed
1655,Lenovo ThinkPad X1,Lenovo,Laptop,4,"Happy with multitasking, but not satisfied with durability.",2024-04-07,happy multitasking not satisfied durability
1656,Apple Watch Ultra 2,Apple,Smartwatch,3,Very happy with this purchase so far.,2025-01-25,very happy purchase so far
1657,Nothing Phone 2,Nothing,Smartphone,1,"I am generally happy, but somewhat dissatisfied with build quality.",2024-12-08,generally happy somewhat dissatisfied build quality
