review_id,product,brand,category,rating,feedback,date,clean_feedback,sentiment,confidence_score
1059,Sony WH-1000XM5,Sony,Headphones,3,Extremely disappointed with the camera results.,2024-05-19,extremely disappointed camera results,negative,-0.75
1060,Belkin 3-in-1 Wireless Charger,Belkin,Charger,2,"Happy with the performance, but disappointed with the heating issue.",2025-03-23,happy performance disappointed heating issue,positive,0.025000000000000022
1061,TP-Link Archer AX73,TP-Link,Router,4,I feel balanced about this product.,2024-11-20,balanced about product,neutral,0.0
1062,Lenovo ThinkPad X1,Lenovo,Laptop,5,The experience is average overall.,2024-12-31,experience average overall,negative,-0.075
1063,MSI Katana 15,MSI,Laptop,5,"Happy with multitasking, but not satisfied with durability.",2024-06-28,happy multitasking not satisfied durability,positive,0.275
1064,Beats Studio 3,Beats,Headphones,3,"Happy with the performance, but disappointed with the heating issue.",2024-10-28,happy performance disappointed heating issue,positive,0.025000000000000022
1065,MacBook Air M3,MacBook,Laptop,2,"Happy with the performance, but disappointed with the heating issue.",2024-01-02,happy performance disappointed heating issue,positive,0.025000000000000022
1066,Apple Magic Keyboard,Apple,Keyboard,5,Completely unhappy with the software stability.,2024-02-03,completely unhappy software stability,negative,-0.6
1067,Lenovo ThinkPad X1,Lenovo,Laptop,5,Extremely disappointed with the camera results.,2024-08-14,extremely disappointed camera results,negative,-0.75
1068,Garmin Venu 2,Garmin,Smartwatch,5,Build quality feels solid and durable.,2025-05-23,build quality feels solid durable,neutral,0.0
1069,Dell XPS 13,Dell,Laptop,3,"I feel impressed by the speed, yet not satisfied with the build quality.",2024-03-20,impressed speed yet not satisfied build quality,positive,0.375
1070,Razer Blade 15,Razer,Laptop,3,Extremely disappointed with the camera results.,2024-06-20,extremely disappointed camera results,negative,-0.75
1071,Garmin Venu 2,Garmin,Smartwatch,1,"Happy with multitasking, but not satisfied with durability.",2024-12-09,happy multitasking not satisfied durability,positive,0.275
1072,Nothing Ear 2,Nothing,Earbuds,1,Very disappointed with the overall quality.,2024-08-02,very disappointed overall quality,negative,-0.48750000000000004
1073,Razer Blade 15,Razer,Laptop,1,Not happy with the slow charging speed.,2024-09-19,not happy slow charging speed,negative,-0.35000000000000003
1074,TP-Link Archer AX73,TP-Link,Router,1,"Happy with the performance, but disappointed with the heating issue.",2024-01-02,happy performance disappointed heating issue,positive,0.025000000000000022
1075,OnePlus 12,OnePlus,Smartphone,4,I am not satisfied with customer support.,2025-03-05,not satisfied customer support,negative,-0.25
1076,Belkin 3-in-1 Wireless Charger,Belkin,Charger,2,"I feel happy using it daily, but not satisfied with long-term stability.",2025-02-27,happy using daily not satisfied longterm stability,positive,0.18333333333333335
1077,Sony Bravia A80L,Sony,Television,4,Not happy with the slow charging speed.,2025-01-19,not happy slow charging speed,negative,-0.35000000000000003
1078,Motorola Edge 40,Motorola,Smartphone,4,"I am satisfied overall, but not satisfied with the charging speed.",2024-08-18,satisfied overall not satisfied charging speed,positive,0.08333333333333333
1079,HP Omen 16,HP,Laptop,4,Facing some heating issues during heavy use.,2024-02-04,facing some heating issues during heavy use,negative,-0.2
1080,Lenovo Tab P12,Lenovo,Tablet,1,Extremely disappointed with the camera results.,2024-09-24,extremely disappointed camera results,negative,-0.75
1081,Apple Magic Keyboard,Apple,Keyboard,1,Facing some heating issues during heavy use.,2024-12-16,facing some heating issues during heavy use,negative,-0.2
1082,HP Omen 16,HP,Laptop,4,Audio quality is clear and immersive.,2024-03-17,audio quality clear immersive,positive,0.09999999999999999
1083,Sony Alpha A7 IV,Sony,Camera,1,I regret buying this product.,2025-05-09,regret buying product,neutral,0.0
1084,Steam Deck,Steam,Gaming Console,1,Very disappointed considering the price.,2024-06-17,very disappointed considering price,negative,-0.9750000000000001
1085,Apple Watch Ultra 2,Apple,Smartwatch,4,Audio quality is clear and immersive.,2024-02-24,audio quality clear immersive,positive,0.09999999999999999
1086,Motorola Edge 40,Motorola,Smartphone,3,Exceeded my expectations in every way.,2024-07-13,exceeded my expectations every way,neutral,0.0
1087,Samsung Galaxy Buds 2 Pro,Samsung,Earbuds,5,"Happy with the performance, but disappointed with the heating issue.",2024-09-28,happy performance disappointed heating issue,positive,0.025000000000000022
1088,Sony PlayStation 5,Sony,Gaming Console,3,Not satisfied with the display brightness.,2024-08-31,not satisfied display brightness,negative,-0.25
1089,Motorola Edge 40,Motorola,Smartphone,1,Completely unhappy with the software stability.,2025-05-17,completely unhappy software stability,negative,-0.6
1090,Dell XPS 13,Dell,Laptop,1,Very dissatisfied with the build quality.,2024-01-04,very dissatisfied build quality,positive,0.2
1091,Jabra Elite 7 Pro,Jabra,Earbuds,1,I am unhappy with how quickly it overheats.,2025-05-06,unhappy how quickly overheats,negative,-0.13333333333333333
1092,Asus ROG Strix G16,Asus,Laptop,1,Battery life could be better for daily usage.,2024-07-30,battery life could better daily usage,positive,0.25
1093,HP Omen 16,HP,Laptop,3,Worth the price and delivers good value.,2025-04-29,worth price delivers good value,positive,0.5
1094,WD Black SN850X,WD,Storage,1,Not satisfied with the display brightness.,2025-02-11,not satisfied display brightness,negative,-0.25
1095,Samsung Neo QLED QN90C,Samsung,Television,4,"Satisfied with features, yet not impressed with pricing.",2024-09-28,satisfied features yet not impressed pricing,neutral,0.0
1096,Nothing Phone 2,Nothing,Smartphone,5,I am frustrated and not satisfied at all.,2024-07-08,frustrated not satisfied all,negative,-0.475
1097,Sennheiser Momentum 4,Sennheiser,Headphones,4,Very dissatisfied with the build quality.,2024-07-10,very dissatisfied build quality,positive,0.2
1098,Nothing Ear 2,Nothing,Earbuds,1,Very disappointed with the overall quality.,2025-03-26,very disappointed overall quality,negative,-0.48750000000000004
1099,LG OLED C3,LG,Television,3,Connectivity works flawlessly.,2024-10-02,connectivity works flawlessly,positive,1.0
1100,Nikon Z6 II,Nikon,Camera,1,Sometimes it lags while multitasking.,2024-04-09,sometimes lags while multitasking,neutral,0.0
1101,Nothing Phone 2,Nothing,Smartphone,3,"Impressed with the camera, yet dissatisfied with low-light results.",2025-02-27,impressed camera yet dissatisfied lowlight results,positive,1.0
1102,Belkin 3-in-1 Wireless Charger,Belkin,Charger,5,Connectivity works flawlessly.,2024-03-03,connectivity works flawlessly,positive,1.0
1103,Samsung 970 EVO SSD,Samsung,Storage,4,"Happy with multitasking, but not satisfied with durability.",2025-06-19,happy multitasking not satisfied durability,positive,0.275
1104,Samsung Galaxy Buds 2 Pro,Samsung,Earbuds,5,"I am somewhat happy, but improvements are needed.",2025-05-01,somewhat happy improvements needed,positive,0.8
1105,Nikon Z6 II,Nikon,Camera,2,"I am somewhat satisfied, but there is room for improvement.",2024-11-02,somewhat satisfied there room improvement,positive,0.5
1106,Nothing Phone 2,Nothing,Smartphone,4,"Satisfied with features, yet not impressed with pricing.",2024-02-05,satisfied features yet not impressed pricing,neutral,0.0
1107,TCL C645 QLED,TCL,Television,5,"Satisfied with features, yet not impressed with pricing.",2025-06-13,satisfied features yet not impressed pricing,neutral,0.0
1108,Netgear Nighthawk AX5400,Netgear,Router,5,"I am somewhat happy, but improvements are needed.",2024-05-30,somewhat happy improvements needed,positive,0.8
1109,Realme GT 5,Realme,Smartphone,4,Setup process was quick and easy.,2024-06-20,setup process quick easy,positive,0.3833333333333333
1110,Belkin 3-in-1 Wireless Charger,Belkin,Charger,2,"Impressed with the camera, yet dissatisfied with low-light results.",2024-07-16,impressed camera yet dissatisfied lowlight results,positive,1.0
1111,MacBook Air M3,MacBook,Laptop,1,Very disappointed considering the price.,2024-03-21,very disappointed considering price,negative,-0.9750000000000001
1112,Microsoft Xbox Series X,Microsoft,Gaming Console,4,Not satisfied with the overall performance.,2024-05-31,not satisfied overall performance,negative,-0.125
1113,Samsung 970 EVO SSD,Samsung,Storage,5,Very disappointed with the overall quality.,2024-11-23,very disappointed overall quality,negative,-0.48750000000000004
1114,Logitech MX Keys,Logitech,Keyboard,1,Worth the price and delivers good value.,2025-02-01,worth price delivers good value,positive,0.5
1115,Sony Alpha A7 IV,Sony,Camera,4,The product is acceptable but not impressive.,2024-11-29,product acceptable not impressive,negative,-0.5
1116,WD Black SN850X,WD,Storage,3,"It works fine, though I am neither satisfied nor dissatisfied.",2025-04-14,works fine though neither satisfied nor dissatisfied,positive,0.45833333333333337
1117,Logitech MX Keys,Logitech,Keyboard,1,"I am satisfied overall, but not satisfied with the charging speed.",2025-06-19,satisfied overall not satisfied charging speed,positive,0.08333333333333333
1118,TP-Link Archer AX73,TP-Link,Router,4,Software experience is clean and responsive.,2025-02-28,software experience clean responsive,positive,0.3666666666666667
1119,Dell XPS 13,Dell,Laptop,2,I am moderately satisfied with the features.,2024-04-12,moderately satisfied features,positive,0.5
1120,Razer DeathAdder V2,Razer,Mouse,1,I am moderately satisfied with the features.,2024-04-13,moderately satisfied features,positive,0.5
1121,TP-Link Archer AX73,TP-Link,Router,3,"Very satisfied with the screen, but not happy with the speakers.",2024-12-18,very satisfied screen not happy speakers,positive,0.125
1122,Crucial P5 Plus SSD,Crucial,Storage,4,Very disappointed with the overall quality.,2025-01-27,very disappointed overall quality,negative,-0.48750000000000004
1123,Fitbit Sense 2,Fitbit,Smartwatch,4,I am moderately satisfied with the features.,2025-04-29,moderately satisfied features,positive,0.5
1124,Google Pixel 8 Pro,Google,Smartphone,2,Completely dissatisfied with the performance.,2025-02-16,completely dissatisfied performance,positive,0.1
1125,Dell XPS 13,Dell,Laptop,5,I am okay with the overall experience.,2025-02-15,okay overall experience,positive,0.25
1126,Google Pixel 8 Pro,Google,Smartphone,4,"I feel happy using it daily, but not satisfied with long-term stability.",2024-12-05,happy using daily not satisfied longterm stability,positive,0.18333333333333335
1127,Nintendo Switch OLED,Nintendo,Gaming Console,2,The design looks premium and stylish.,2025-05-01,design looks premium stylish,positive,0.5
1128,Logitech MX Keys,Logitech,Keyboard,3,"Satisfied with features, yet not impressed with pricing.",2025-01-16,satisfied features yet not impressed pricing,neutral,0.0
1129,Samsung Galaxy S24 Ultra,Samsung,Smartphone,3,"Happy with multitasking, but not satisfied with durability.",2024-11-06,happy multitasking not satisfied durability,positive,0.275
1130,Xiaomi Pad 6,Xiaomi,Tablet,3,"I am pleased with the display, but unhappy with battery backup.",2025-05-18,pleased display unhappy battery backup,negative,-0.04999999999999999
1131,WD Black SN850X,WD,Storage,1,"Very satisfied with the screen, but not happy with the speakers.",2024-08-21,very satisfied screen not happy speakers,positive,0.125
1132,MacBook Air M3,MacBook,Laptop,3,"I feel impressed by the speed, yet not satisfied with the build quality.",2025-03-29,impressed speed yet not satisfied build quality,positive,0.375
1133,Asus TUF Gaming VG27AQ,Asus,Monitor,3,Completely dissatisfied with the performance.,2025-03-02,completely dissatisfied performance,positive,0.1
1134,Apple Watch Ultra 2,Apple,Smartwatch,1,Not satisfied with the overall performance.,2025-03-28,not satisfied overall performance,negative,-0.125
1135,Acer Predator Helios 300,Acer,Laptop,4,"I feel impressed by the speed, yet not satisfied with the build quality.",2025-05-11,impressed speed yet not satisfied build quality,positive,0.375
1136,Samsung Odyssey G7,Samsung,Monitor,5,"Very satisfied with the screen, but not happy with the speakers.",2025-01-17,very satisfied screen not happy speakers,positive,0.125
1137,Asus RT-AX88U,Asus,Router,1,I feel neutral about this purchase.,2024-06-11,neutral about purchase,neutral,0.0
1138,Xiaomi 14,Xiaomi,Smartphone,3,"I am satisfied with the display, but not satisfied with the battery life.",2025-06-02,satisfied display not satisfied battery life,positive,0.125
1139,Apple AirPods Pro,Apple,Earbuds,2,"Very happy with the sound quality, though disappointed with connectivity.",2025-06-20,very happy sound quality though disappointed connectivity,positive,0.21666666666666665
1140,Crucial P5 Plus SSD,Crucial,Storage,5,Battery life could be better for daily usage.,2024-06-26,battery life could better daily usage,positive,0.25
1141,Asus ROG Strix G16,Asus,Laptop,2,"I am pleased with the display, but unhappy with battery backup.",2024-02-29,pleased display unhappy battery backup,negative,-0.04999999999999999
1142,Razer Blade 15,Razer,Laptop,1,"Overall, I feel dissatisfied with this purchase.",2024-02-21,overall dissatisfied purchase,neutral,0.0
1143,Logitech MX Keys,Logitech,Keyboard,3,"I am satisfied with the display, but not satisfied with the battery life.",2024-07-22,satisfied display not satisfied battery life,positive,0.125
1144,Samsung Galaxy Tab S9,Samsung,Tablet,3,"Happy with multitasking, but not satisfied with durability.",2025-04-20,happy multitasking not satisfied durability,positive,0.275
1145,TCL C645 QLED,TCL,Television,4,Fair performance for the price.,2024-05-06,fair performance price,positive,0.7
1146,Microsoft Xbox Series X,Microsoft,Gaming Console,1,I am not satisfied with the battery performance.,2025-01-16,not satisfied battery performance,negative,-0.25
1147,Sony Bravia A80L,Sony,Television,5,I am not satisfied with customer support.,2024-06-30,not satisfied customer support,negative,-0.25
1148,Anker PowerCore 20000,Anker,Power Bank,4,"It meets expectations, nothing more.",2024-12-24,meets expectations nothing more,positive,0.5
1149,Bose QuietComfort Ultra,Bose,Headphones,2,"I am pleased with the display, but unhappy with battery backup.",2024-09-21,pleased display unhappy battery backup,negative,-0.04999999999999999
1150,LG UltraGear 27GP850,LG,Monitor,1,I am unhappy with how quickly it overheats.,2024-01-29,unhappy how quickly overheats,negative,-0.13333333333333333
1151,Beats Studio 3,Beats,Headphones,1,Audio quality is clear and immersive.,2024-08-07,audio quality clear immersive,positive,0.09999999999999999
1152,WD Black SN850X,WD,Storage,2,I feel balanced about this product.,2024-08-18,balanced about product,neutral,0.0
1153,Microsoft Xbox Series X,Microsoft,Gaming Console,2,Completely dissatisfied with the performance.,2025-02-23,completely dissatisfied performance,positive,0.1
1154,TCL C645 QLED,TCL,Television,1,"Very satisfied with the screen, but not happy with the speakers.",2024-01-10,very satisfied screen not happy speakers,positive,0.125
1155,Samsung Neo QLED QN90C,Samsung,Television,2,I feel balanced about this product.,2024-06-26,balanced about product,neutral,0.0
1156,Apple Watch Ultra 2,Apple,Smartwatch,1,Connectivity works flawlessly.,2024-09-15,connectivity works flawlessly,positive,1.0
1157,Apple Watch Ultra 2,Apple,Smartwatch,3,"I am satisfied with the display, but not satisfied with the battery life.",2024-10-08,satisfied display not satisfied battery life,positive,0.125
1158,Jabra Elite 7 Pro,Jabra,Earbuds,4,"Satisfied with performance, though disappointed by occasional lag.",2024-12-23,satisfied performance though disappointed occasional lag,negative,-0.08333333333333333
1159,LG OLED C3,LG,Television,3,Exceeded my expectations in every way.,2025-04-22,exceeded my expectations every way,neutral,0.0
1160,Xiaomi Pad 6,Xiaomi,Tablet,5,"Happy with multitasking, but not satisfied with durability.",2025-02-10,happy multitasking not satisfied durability,positive,0.275
1161,Fujifilm X-T5,Fujifilm,Camera,1,The performance is excellent and very smooth.,2025-06-07,performance excellent very smooth,positive,0.76
1162,Sony PlayStation 5,Sony,Gaming Console,3,The product is acceptable but not impressive.,2024-10-16,product acceptable not impressive,negative,-0.5
1163,Xiaomi Pad 6,Xiaomi,Tablet,1,"I am somewhat satisfied, but there is room for improvement.",2024-03-06,somewhat satisfied there room improvement,positive,0.5
1164,Sony WH-1000XM5,Sony,Headphones,3,Fair performance for the price.,2024-11-28,fair performance price,positive,0.7
1165,Seagate Barracuda 2TB,Seagate,Storage,3,Very disappointed with the overall quality.,2024-11-01,very disappointed overall quality,negative,-0.48750000000000004
1166,Asus ROG Strix G16,Asus,Laptop,2,"It works fine, though I am neither satisfied nor dissatisfied.",2024-09-03,works fine though neither satisfied nor dissatisfied,positive,0.45833333333333337
1167,Logitech MX Master 3,Logitech,Mouse,1,"Impressed with the camera, yet dissatisfied with low-light results.",2025-02-17,impressed camera yet dissatisfied lowlight results,positive,1.0
1168,Sony PlayStation 5,Sony,Gaming Console,3,"I am somewhat happy, but improvements are needed.",2024-05-23,somewhat happy improvements needed,positive,0.8
1169,Dell UltraSharp U2720Q,Dell,Monitor,1,I feel balanced about this product.,2025-05-24,balanced about product,neutral,0.0
1170,Lenovo Tab P12,Lenovo,Tablet,3,"I am generally happy, but somewhat dissatisfied with build quality.",2025-03-04,generally happy somewhat dissatisfied build quality,positive,0.8
1171,Apple AirPods Pro,Apple,Earbuds,4,"I feel impressed by the speed, yet not satisfied with the build quality.",2024-02-06,impressed speed yet not satisfied build quality,positive,0.375
1172,Fujifilm X-T5,Fujifilm,Camera,5,"Happy with multitasking, but not satisfied with durability.",2024-07-13,happy multitasking not satisfied durability,positive,0.275
1173,Sony WH-1000XM5,Sony,Headphones,2,"I am somewhat happy, but improvements are needed.",2025-05-02,somewhat happy improvements needed,positive,0.8
1174,Logitech MX Keys,Logitech,Keyboard,3,I feel neutral about this purchase.,2024-11-03,neutral about purchase,neutral,0.0
1175,WD Black SN850X,WD,Storage,2,"I am pleased with the display, but unhappy with battery backup.",2024-07-04,pleased display unhappy battery backup,negative,-0.04999999999999999
1176,Lenovo Tab P12,Lenovo,Tablet,1,"I am somewhat satisfied, but there is room for improvement.",2024-05-11,somewhat satisfied there room improvement,positive,0.5
1177,LG UltraGear 27GP850,LG,Monitor,3,"Happy with the performance, but disappointed with the heating issue.",2024-07-06,happy performance disappointed heating issue,positive,0.025000000000000022
1178,Apple Magic Keyboard,Apple,Keyboard,3,I feel balanced about this product.,2024-04-01,balanced about product,neutral,0.0
1179,MSI Katana 15,MSI,Laptop,3,Connectivity works flawlessly.,2024-11-10,connectivity works flawlessly,positive,1.0
1180,Samsung Galaxy Buds 2 Pro,Samsung,Earbuds,3,Very dissatisfied with the build quality.,2024-09-23,very dissatisfied build quality,positive,0.2
1181,Fujifilm X-T5,Fujifilm,Camera,3,"Overall, I feel dissatisfied with this purchase.",2024-04-30,overall dissatisfied purchase,neutral,0.0
1182,Samsung Neo QLED QN90C,Samsung,Television,1,"Very satisfied with the screen, but not happy with the speakers.",2024-03-13,very satisfied screen not happy speakers,positive,0.125
1183,Samsung Neo QLED QN90C,Samsung,Television,2,I feel neutral about this purchase.,2024-05-02,neutral about purchase,neutral,0.0
1184,Seagate Barracuda 2TB,Seagate,Storage,4,"It works fine, though I am neither satisfied nor dissatisfied.",2024-11-01,works fine though neither satisfied nor dissatisfied,positive,0.45833333333333337
1185,Samsung Galaxy Buds 2 Pro,Samsung,Earbuds,1,"Very satisfied with the screen, but not happy with the speakers.",2024-06-03,very satisfied screen not happy speakers,positive,0.125
1186,MacBook Air M3,MacBook,Laptop,2,I regret buying this product.,2025-02-23,regret buying product,neutral,0.0
1187,Nikon Z6 II,Nikon,Camera,4,Sometimes it lags while multitasking.,2024-11-19,sometimes lags while multitasking,neutral,0.0
1188,Seagate Barracuda 2TB,Seagate,Storage,2,"Very happy with the sound quality, though disappointed with connectivity.",2024-03-23,very happy sound quality though disappointed connectivity,positive,0.21666666666666665
1189,Sony Bravia A80L,Sony,Television,3,Fair performance for the price.,2024-06-30,fair performance price,positive,0.7
1190,Amazon Fire HD 10,Amazon,Tablet,1,The performance is excellent and very smooth.,2025-04-07,performance excellent very smooth,positive,0.76
1191,Samsung Galaxy Tab S9,Samsung,Tablet,2,"Satisfied with the design, but unhappy with the software.",2024-06-21,satisfied design unhappy software,negative,-0.04999999999999999
1192,Nikon Z6 II,Nikon,Camera,2,"Not fully satisfied, but not completely disappointed either.",2024-03-31,not fully satisfied not completely disappointed either,positive,0.4375
1193,MacBook Air M3,MacBook,Laptop,5,Very disappointed considering the price.,2025-03-15,very disappointed considering price,negative,-0.9750000000000001
1194,Apple AirPods Pro,Apple,Earbuds,4,"I am somewhat satisfied, but there is room for improvement.",2025-01-27,somewhat satisfied there room improvement,positive,0.5
1195,iPhone 15 Pro,iPhone,Smartphone,1,I am partially satisfied with the performance.,2024-07-23,partially satisfied performance,positive,0.5
1196,Dell UltraSharp U2720Q,Dell,Monitor,3,The performance is excellent and very smooth.,2024-11-25,performance excellent very smooth,positive,0.76
1197,Samsung Odyssey G7,Samsung,Monitor,5,Not satisfied with the overall performance.,2024-01-19,not satisfied overall performance,negative,-0.125
1198,Microsoft Xbox Series X,Microsoft,Gaming Console,1,Fair performance for the price.,2024-09-11,fair performance price,positive,0.7
1199,MSI Katana 15,MSI,Laptop,3,Not satisfied with the display brightness.,2024-05-12,not satisfied display brightness,negative,-0.25
1200,Motorola Edge 40,Motorola,Smartphone,4,I feel neutral about this purchase.,2024-11-09,neutral about purchase,neutral,0.0
1201,HP Omen 16,HP,Laptop,1,"Happy with multitasking, but not satisfied with durability.",2024-02-16,happy multitasking not satisfied durability,positive,0.275
1202,Xiaomi Pad 6,Xiaomi,Tablet,3,"Overall, I feel dissatisfied with this purchase.",2025-06-16,overall dissatisfied purchase,neutral,0.0
1203,Apple Watch Ultra 2,Apple,Smartwatch,5,I regret buying this product.,2025-03-20,regret buying product,neutral,0.0
1204,Crucial P5 Plus SSD,Crucial,Storage,2,I regret buying this product.,2025-05-16,regret buying product,neutral,0.0
1205,Bose QuietComfort Ultra,Bose,Headphones,2,Audio quality is clear and immersive.,2025-02-17,audio quality clear immersive,positive,0.09999999999999999
1206,Samsung Galaxy S24 Ultra,Samsung,Smartphone,2,Connectivity works flawlessly.,2024-05-14,connectivity works flawlessly,positive,1.0
1207,Acer Predator Helios 300,Acer,Laptop,1,"It meets expectations, nothing more.",2025-05-31,meets expectations nothing more,positive,0.5
1208,HP Omen 16,HP,Laptop,1,Very dissatisfied with the build quality.,2024-02-08,very dissatisfied build quality,positive,0.2
1209,Beats Studio 3,Beats,Headphones,3,"Very happy with the sound quality, though disappointed with connectivity.",2024-02-19,very happy sound quality though disappointed connectivity,positive,0.21666666666666665
1210,Apple Watch Ultra 2,Apple,Smartwatch,1,It performs adequately for daily tasks.,2024-04-20,performs adequately daily tasks,neutral,0.0
1211,Fitbit Sense 2,Fitbit,Smartwatch,1,The design looks premium and stylish.,2024-04-28,design looks premium stylish,positive,0.5
1212,Samsung Galaxy Buds 2 Pro,Samsung,Earbuds,4,I am frustrated and not satisfied at all.,2024-05-06,frustrated not satisfied all,negative,-0.475
1213,Sony Alpha A7 IV,Sony,Camera,3,"I am somewhat satisfied, but there is room for improvement.",2024-06-05,somewhat satisfied there room improvement,positive,0.5
1214,Acer Predator Helios 300,Acer,Laptop,1,Not satisfied with the display brightness.,2025-03-06,not satisfied display brightness,negative,-0.25
1215,Sony PlayStation 5,Sony,Gaming Console,1,It performs adequately for daily tasks.,2025-06-16,performs adequately daily tasks,neutral,0.0
1216,Samsung Galaxy Tab S9,Samsung,Tablet,5,I am okay with the overall experience.,2024-05-20,okay overall experience,positive,0.25
1217,Samsung Galaxy Buds 2 Pro,Samsung,Earbuds,1,I feel neutral about this purchase.,2024-04-30,neutral about purchase,neutral,0.0
1218,Lenovo Tab P12,Lenovo,Tablet,1,"I am satisfied overall, but not satisfied with the charging speed.",2024-04-18,satisfied overall not satisfied charging speed,positive,0.08333333333333333
1219,Sony Bravia A80L,Sony,Television,2,I am okay with the overall experience.,2024-07-23,okay overall experience,positive,0.25
1220,Asus TUF Gaming VG27AQ,Asus,Monitor,3,"I am pleased with the display, but unhappy with battery backup.",2025-06-19,pleased display unhappy battery backup,negative,-0.04999999999999999
1221,Belkin 3-in-1 Wireless Charger,Belkin,Charger,2,Not happy with the slow charging speed.,2025-02-23,not happy slow charging speed,negative,-0.35000000000000003
1222,Lenovo Tab P12,Lenovo,Tablet,2,Very happy with this purchase so far.,2025-05-23,very happy purchase so far,positive,0.55
1223,Logitech MX Keys,Logitech,Keyboard,2,The experience is average overall.,2025-05-07,experience average overall,negative,-0.075
1224,Sony WH-1000XM5,Sony,Headphones,2,The performance is excellent and very smooth.,2024-01-14,performance excellent very smooth,positive,0.76
1225,Sony PlayStation 5,Sony,Gaming Console,1,"I am generally happy, but somewhat dissatisfied with build quality.",2024-04-23,generally happy somewhat dissatisfied build quality,positive,0.8
1226,Samsung 970 EVO SSD,Samsung,Storage,5,It performs adequately for daily tasks.,2025-05-20,performs adequately daily tasks,neutral,0.0
1227,Dell XPS 13,Dell,Laptop,1,"Very happy with the sound quality, though disappointed with connectivity.",2025-06-07,very happy sound quality though disappointed connectivity,positive,0.21666666666666665
1228,Xiaomi 14,Xiaomi,Smartphone,1,"Satisfied with features, yet not impressed with pricing.",2024-09-19,satisfied features yet not impressed pricing,neutral,0.0
1229,Fitbit Sense 2,Fitbit,Smartwatch,2,"Overall, I feel dissatisfied with this purchase.",2024-10-30,overall dissatisfied purchase,neutral,0.0
1230,iPad Pro 12.9,iPad,Tablet,4,The design looks premium and stylish.,2024-04-12,design looks premium stylish,positive,0.5
1231,Asus RT-AX88U,Asus,Router,2,"Very satisfied with the screen, but not happy with the speakers.",2024-02-10,very satisfied screen not happy speakers,positive,0.125
1232,WD Black SN850X,WD,Storage,3,Very dissatisfied with the build quality.,2024-11-16,very dissatisfied build quality,positive,0.2
1233,Jabra Elite 7 Pro,Jabra,Earbuds,1,Build quality feels solid and durable.,2024-02-16,build quality feels solid durable,neutral,0.0
1234,iPhone 15 Pro,iPhone,Smartphone,2,It performs adequately for daily tasks.,2024-06-23,performs adequately daily tasks,neutral,0.0
1235,Sony WH-1000XM5,Sony,Headphones,3,"Satisfied with features, yet not impressed with pricing.",2025-03-24,satisfied features yet not impressed pricing,neutral,0.0
1236,Anker PowerCore 20000,Anker,Power Bank,5,Completely dissatisfied with the performance.,2024-04-05,completely dissatisfied performance,positive,0.1
1237,Sennheiser Momentum 4,Sennheiser,Headphones,3,Setup process was quick and easy.,2024-04-26,setup process quick easy,positive,0.3833333333333333
1238,Apple AirPods Pro,Apple,Earbuds,4,"Overall, I feel dissatisfied with this purchase.",2024-10-05,overall dissatisfied purchase,neutral,0.0
1239,Samsung 970 EVO SSD,Samsung,Storage,4,The experience is average overall.,2025-05-04,experience average overall,negative,-0.075
1240,Netgear Nighthawk AX5400,Netgear,Router,4,I feel balanced about this product.,2024-06-19,balanced about product,neutral,0.0
1241,Realme GT 5,Realme,Smartphone,2,The experience is average overall.,2024-03-01,experience average overall,negative,-0.075
1242,Belkin 3-in-1 Wireless Charger,Belkin,Charger,2,Build quality feels solid and durable.,2025-03-02,build quality feels solid durable,neutral,0.0
1243,Logitech MX Keys,Logitech,Keyboard,5,"I am somewhat satisfied, but there is room for improvement.",2025-03-24,somewhat satisfied there room improvement,positive,0.5
1244,Lenovo ThinkPad X1,Lenovo,Laptop,5,I am frustrated and not satisfied at all.,2025-01-02,frustrated not satisfied all,negative,-0.475
1245,Samsung Galaxy Watch 6,Samsung,Smartwatch,1,"Very satisfied with the screen, but not happy with the speakers.",2024-05-13,very satisfied screen not happy speakers,positive,0.125
1246,Samsung Neo QLED QN90C,Samsung,Television,4,Software experience is clean and responsive.,2025-02-25,software experience clean responsive,positive,0.3666666666666667
1247,Nothing Ear 2,Nothing,Earbuds,1,Facing some heating issues during heavy use.,2024-09-24,facing some heating issues during heavy use,negative,-0.2
1248,Fitbit Sense 2,Fitbit,Smartwatch,3,The performance is excellent and very smooth.,2025-06-21,performance excellent very smooth,positive,0.76
1249,Asus TUF Gaming VG27AQ,Asus,Monitor,5,"Happy with the performance, but disappointed with the heating issue.",2024-08-17,happy performance disappointed heating issue,positive,0.025000000000000022
1250,Belkin 3-in-1 Wireless Charger,Belkin,Charger,3,"It works fine, though I am neither satisfied nor dissatisfied.",2025-06-19,works fine though neither satisfied nor dissatisfied,positive,0.45833333333333337
1251,Nintendo Switch OLED,Nintendo,Gaming Console,5,Build quality feels solid and durable.,2025-03-19,build quality feels solid durable,neutral,0.0
1252,Sony PlayStation 5,Sony,Gaming Console,2,"I am somewhat satisfied, but there is room for improvement.",2024-12-20,somewhat satisfied there room improvement,positive,0.5
1253,Sony PlayStation 5,Sony,Gaming Console,4,Sometimes it lags while multitasking.,2024-02-25,sometimes lags while multitasking,neutral,0.0
1254,iPhone 15 Pro,iPhone,Smartphone,2,I feel neutral about this purchase.,2025-04-25,neutral about purchase,neutral,0.0
